code,title,sense,original
53-5021,ferry boat captain,,ferry_boat_captain
53-5021,ferry captain,,ferry_captain
53-5021,master,,master
53-5021,tugboat captain,,tugboat_captain
53-5021,officer,,officer
53-5022,operator,,operators
53-5022,operator,,operator
53-5022,speedboat operator,,speedboat_operator
53-5022,outboard motorboat operator,,outboard_motorboat_operator
53-5022,motorboat operator,,motorboat_operators
53-5022,launch operator,,launch_operator
53-5022,speedboat driver,,speedboat_driver
53-5022,water taxi ferry operator,,water_taxi_ferry_operator
53-5022,driver,,driver
53-5031,engineer,,engineers
53-5031,towboat engineer,,towboat_engineer
53-5031,ferry engineer,,ferry_engineer
53-5031,barge engineer,,barge_engineer
53-5031,ship engineer,,ship_engineers
53-5031,tug boat engineer,,tug_boat_engineer
53-5031,engineer,,engineer
53-6011,lock and dam operator,,lock_and_dam_operator
53-6011,keeper,,keeper
53-6011,operator,,operator
53-6011,lighthouse keeper,,lighthouse_keeper
53-6011,bridge operator,,bridge_operator
53-6011,dam tender,,dam_tender
53-6021,attendant,,attendant
53-6021,parking ramp attendant,,parking_ramp_attendant
53-6021,runner,,runner
53-6021,valet parker,,valet_parker
53-6021,attendant,,attendants
53-6031,ga station attendant,,gas_station_attendant
53-6031,auto service station attendant,,auto_service_station_attendant
53-6031,attendant,,attendant
53-6031,ga and oil servicer,,gas_and_oil_servicer
53-6031,ga pump attendant,,gas_pump_attendant
53-6031,service station attendant,,service_station_attendant
53-6031,automotive and watercraft service attendant,,automotive_and_watercraft_service_attendants
53-6032,attendant,,attendants
53-6032,aircraft de - icer,,aircraft_de-icer
53-6032,airplane refueler,,airplane_refueler
53-6032,aircraft service attendant,,aircraft_service_attendants
53-6041,transportation technician,,transportation_technician
53-6041,technician,,technicians
53-6041,technician,,technician
53-6041,traffic engineering technician,,traffic_engineering_technician
53-6041,highway traffic control technician,,highway_traffic_control_technician
53-6041,traffic signal technician,,traffic_signal_technician
53-6041,traffic technician,,traffic_technicians
53-6041,transportation planning technician,,transportation_planning_technician
53-6051,airworthines safety inspector,,airworthiness_safety_inspector
53-6051,transportation inspector,,transportation_inspectors
53-6051,locomotive inspector,,locomotive_inspector
53-6051,aircraft inspector,,aircraft_inspector
53-6051,railroad car inspector,,railroad_car_inspector
53-6051,school bu inspector,,school_bus_inspector
53-6051,transit vehicle inspector,,transit_vehicle_inspector
53-6051,railroad inspector,,railroad_inspector
53-6051,aircraft landing gear inspector,,aircraft_landing_gear_inspector
53-6051,motor vehicle emission inspector,,motor_vehicle_emissions_inspector
53-6051,freight inspector,,freight_inspector
53-6051,aircraft quality control inspector,,aircraft_quality_control_inspector
53-6051,inspector,,inspector
53-6051,inspector,,inspectors
53-6061,passenger attendant,,passenger_attendants
53-6061,attendant,,attendants
53-6061,ship steward,,ship_steward
53-6061,steward,,steward
53-6061,dining car steward,,dining_car_steward
53-6061,train attendant,,train_attendant
53-6061,attendant,,attendant
53-6099,pedicab driver,,pedicab_driver
53-6099,"transportation worker , all other",,"transportation_workers,_all_other"
53-6099,rickshaw driver,,rickshaw_driver
53-6099,driver,,driver
53-7011,conveyor operator and tender,,conveyor_operators_and_tenders
53-7011,grain elevator operator,,grain_elevator_operator
53-7011,operator,,operator
53-7011,assembly line tender,,assembly_line_tender
53-7011,conveyor belt operator,,conveyor_belt_operator
53-7011,ash conveyor operator,,ash_conveyor_operator
53-7011,packing line operator,,packing_line_operator
53-7021,boom crane operator,,boom_crane_operator
53-7021,radio control crane operator,,radio_control_crane_operator
53-7021,electric crane operator,,electric_crane_operator
53-7021,overhead crane operator,,overhead_crane_operator
53-7021,scrap crane operator,,scrap_crane_operator
53-7021,erecting crane operator,,erecting_crane_operator
53-7021,operator,,operator
53-7021,woodyard crane operator,,woodyard_crane_operator
53-7021,coal tower operator,,coal_tower_operator
53-7021,cherry picker operator,,cherry_picker_operator
53-7021,monorail crane operator,,monorail_crane_operator
53-7021,port crane operator,,port_crane_operator
53-7021,crane and tower operator,,crane_and_tower_operators
53-7021,bridge crane operator,,bridge_crane_operator
53-7021,tower loader operator,,tower_loader_operator
53-7031,deckhand,,deckhand
53-7031,engineer,,engineer
53-7031,operator,,operators
53-7031,dredge operator,,dredge_operators
53-7041,hoist and winch operator,,hoist_and_winch_operators
53-7041,winch derrick operator,,winch_derrick_operator
53-7041,hoist operator,,hoist_operator
53-7041,operator,,operator
53-7041,winch operator,,winch_operator
53-7051,hydraulic lift driver,,hydraulic_lift_driver
53-7051,reach - lift truck driver,,reach-lift_truck_driver
53-7051,driver,,driver
53-7051,forklift operator,,forklift_operator
53-7051,industrial truck operator,,industrial_truck_operator
53-7051,operator,,operator
53-7051,industrial truck and tractor operator,,industrial_truck_and_tractor_operators
53-7051,stacker operator,,stacker_operator
53-7051,forklift driver,,forklift_driver
53-7051,front - end loader operator,,front-end_loader_operator
53-7061,auto detailer,,auto_detailer
53-7061,bu washer,,bus_washer
53-7061,automobile detailer,,automobile_detailer
53-7061,auto cleaner,,auto_cleaner
53-7061,boat detailer,,boat_detailer
53-7061,cleaner,,cleaner
53-7061,cleaner of vehicle and equipment,,cleaners_of_vehicles_and_equipment
53-7061,bu cleaner,,bus_cleaner
53-7061,railroad car cleaner,,railroad_car_cleaner
53-7061,truck washer,,truck_washer
53-7061,attendant,,attendant
53-7061,aircraft cleaner,,aircraft_cleaner
53-7061,washer,,washer
53-7062,"laborer and freight , stock , and material mover , hand",,"laborers_and_freight,_stock,_and_material_movers,_hand"
53-7062,laborer,,laborer
53-7062,cart pusher,,cart_pusher
53-7062,digger,,digger
53-7062,wharf laborer,,wharf_laborer
53-7062,grave digger,,grave_digger
53-7062,material handler,,material_handler
53-7062,shipping and receiving material handler,,shipping_and_receiving_material_handler
53-7062,manufacturing laborer,,manufacturing_laborer
53-7062,package handler,,package_handler
53-7062,freight handler,,freight_handler
53-7062,loader,,loader
53-7063,spooler operator,,spooler_operator
53-7063,spike machine feeder,,spike_machine_feeder
53-7063,brick offbearer,,brick_offbearer
53-7063,hopper filler,,hopper_filler
53-7063,offbearer,,offbearer
53-7063,chain offbearer,,chain_offbearer
53-7063,dryer feeder,,dryer_feeder
53-7063,hopper feeder,,hopper_feeder
53-7063,operator,,operator
53-7063,packing machine can feeder,,packing_machine_can_feeder
53-7063,chopper feeder,,chopper_feeder
53-7063,line feeder,,line_feeder
53-7064,meat packager,,meat_packager
53-7064,egg packer,,egg_packer
53-7064,grocery store bagger,,grocery_store_bagger
53-7064,"packer and packager , hand",,"packers_and_packagers,_hand"
53-7065,store stocker,,store_stocker
53-7065,night stocker,,night_stocker
53-7065,grocery stocker,,grocery_stocker
53-7065,warehouse stocker,,warehouse_stocker
53-7071,ga storage operator,,gas_storage_operator
53-7071,ga cylinder processor,,gas_cylinder_processor
53-7071,lng plant operator,,lng_plant_operator
53-7071,ga compressor operator,,gas_compressor_operator
53-7071,operator,,operator
53-7071,butane compressor operator,,butane_compressor_operator
53-7071,ga compressor and ga pumping station operator,,gas_compressor_and_gas_pumping_station_operators
53-7071,high pressure compressed ga filler,,high_pressure_compressed_gas_filler
53-7071,liquid natural ga plant operator,,liquid_natural_gas_plant_operator
53-7071,compressor station operator,,compressor_station_operator
53-7072,acid pump operator,,acid_pump_operator
53-7072,fluid pump operator,,fluid_pump_operator
53-7072,concrete pump operator,,concrete_pump_operator
53-7072,operator,,operator
53-7072,"pump operator , except wellhead pumper",,"pump_operators,_except_wellhead_pumpers"
53-7073,oil well pumper,,oil_well_pumper
53-7073,wellhead pumper,,wellhead_pumpers
53-7073,oilfield plant and field operator,,oilfield_plant_and_field_operator
53-7073,oil field pumper,,oil_field_pumper
53-7081,recyclable material collector,,recyclable_materials_collector
53-7081,refuse and recyclable material collector,,refuse_and_recyclable_material_collectors
53-7081,scrap metal collector,,scrap_metal_collector
53-7081,solid waste collector,,solid_waste_collector
53-7081,trash collector,,trash_collector
53-7121,barge loader,,barge_loader
53-7121,rail car loader,,rail_car_loader
53-7121,rail loader,,rail_loader
53-7121,loader,,loader
53-7121,dock loader,,dock_loader
53-7121,bulk tank car unloader,,bulk_tank_car_unloader
53-7121,tank car loader,,tank_car_loader
53-7199,payloader operator,,payloader_operator
53-7199,backhoe operator,,backhoe_operator
53-7199,operator,,operator
53-7199,"material moving worker , all other",,"material_moving_workers,_all_other"
53-7199,freight elevator operator,,freight_elevator_operator
53-7199,bulldozer operator,,bulldozer_operator
53-7199,shovel operator,,shovel_operator
53-7199,end loader operator,,end_loader_operator
55-1011,airdrop system technician,,airdrop_systems_technician
55-1011,"naval flight officer , weapon system officer",,"naval_flight_officer,_weapons_systems_officer"
55-1011,technician,,technician
55-1011,air battle manager,,air_battle_manager
55-1011,helicopter officer,,helicopter_officer
55-1011,"astronaut , mission specialist",,"astronaut,_mission_specialist"
55-1011,"naval flight officer , electronic warfare officer",,"naval_flight_officer,_electronic_warfare_officer"
55-1011,specialist,,specialist
55-1011,fixed - wing transport aircraft specialist,,fixed-wing_transport_aircraft_specialist
55-1011,"naval flight officer , bombardier / navigator",,"naval_flight_officer,_bombardier/navigator"
55-1011,officer,,officers
55-1011,officer,,officer
55-1011,special project airborne electronic evaluator,,special_project_airborne_electronics_evaluator
55-1011,"naval flight officer , airborne reconnaissance officer",,"naval_flight_officer,_airborne_reconnaissance_officer"
55-1011,"naval flight officer , qualified supporting arm coordinator",,"naval_flight_officer,_qualified_supporting_arms_coordinator"
55-1011,air crew officer,,air_crew_officers
55-1012,aircraft launch and recovery officer,,aircraft_launch_and_recovery_officers
55-1012,catapult and arresting gear officer,,catapult_and_arresting_gear_officer
55-1012,v / stol landing signal officer,,v/stol_landing_signal_officer
55-1012,landing signal officer,,landing_signal_officer
55-1012,flight deck officer,,flight_deck_officer
55-1012,officer,,officer
55-1013,armor officer,,armor_officer
55-1013,cavalry officer,,cavalry_officer
55-1013,light - armored reconnaissance officer,,light-armored_reconnaissance_officer
55-1013,light - armored vehicle officer,,light-armored_vehicle_officer
55-1013,tank officer,,tank_officer
55-1013,armored assault vehicle officer,,armored_assault_vehicle_officers
55-1013,assault amphibiou vehicle officer,,assault_amphibious_vehicle_officer
55-1013,officer,,officer
55-1013,officer,,officers
55-1014,field artillery targeting technician,,field_artillery_targeting_technician
55-1014,naval gunfire spotter,,naval_gunfire_spotter
55-1014,field artillery officer,,field_artillery_officer
55-1014,"space and missile operation , missile combat crew",,"space_and_missile_operations,_missile_combat_crew"
55-1014,nuclear & chemical weapon employment officer,,nuclear_&_chemical_weapons_employment_officer
55-1014,weapon officer,,weapons_officer
55-1014,artillery and missile officer,,artillery_and_missile_officers
55-1014,nuclear weapon custodian,,nuclear_weapons_custodian
55-1014,low altitude air defense officer,,low_altitude_air_defense_officer
55-1014,planner,,planner
55-1014,air defense artillery officer,,air_defense_artillery_officer
55-1014,spotter,,spotter
55-1014,ordnance officer,,ordnance_officer
55-1014,weapon military characteristic officer,,weapons_military_characteristics_officer
55-1014,"division officer , weapon department",,"division_officer,_weapons_department"
55-1014,targeting acquisition officer,,targeting_acquisition_officer
55-1014,ground nuclear weapon assembly officer,,ground_nuclear_weapons_assembly_officer
55-1014,naval surface fire support planner,,naval_surface_fire_support_planner
55-1014,surface - to - air weapon officer,,surface-to-air_weapons_officer
55-1014,ammunition officer,,ammunition_officer
55-1014,"weapon officer , naval activity",,"weapons_officer,_naval_activity"
55-1014,technician,,technician
55-1014,fire control officer,,fire_control_officer
55-1014,short - range air defense artillery,,short-range_air_defense_artillery
55-1014,officer,,officer
55-1014,strike warfare / missile system officer,,strike_warfare/missile_systems_officer
55-1014,patriot missile air defense artillery,,patriot_missile_air_defense_artillery
55-1014,"guided missile test officer , air - launched",,"guided_missile_test_officer,_air-launched"
55-1014,custodian,,custodian
55-1015,officer,,officer
55-1015,staff combat information center officer,,staff_combat_information_center_officer
55-1015,aoc plan - intelligence officer,,aoc_plans_-_intelligence_officer
55-1015,aoc plan - intelligence officer chief,,aoc_plans_-_intelligence_officer_chief
55-1015,supervisor,,supervisor
55-1015,air defense control officer,,air_defense_control_officer
55-1015,specialist,,specialist
55-1015,relocatable over - the - horizon radar watch officer,,relocatable_over-the-horizon_radar_watch_officer
